SYMBOL,SYMBOL WITH NS,'SYMBOL WITH NS,TICKERS,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
KOTHARIPET,KOTHARIPET.NS,'KOTHARIPET.NS,'KOTHARIPRO.NS',Kothari Petrochemicals Limited,EQ,02-Nov-1996,10,1,INE720A01015,10
KOTHARIPRO,KOTHARIPRO.NS,'KOTHARIPRO.NS,'KPITTECH.NS',Kothari Products Limited,EQ,03-Jun-1998,10,1,INE823A01017,10
KPITTECH,KPITTECH.NS,'KPITTECH.NS,'KPRMILL.NS',KPIT Technologies Limited,EQ,22-Apr-2019,10,1,INE04I401011,10
KPRMILL,KPRMILL.NS,'KPRMILL.NS,'KRBL.NS',K.P.R. Mill Limited,EQ,28-Aug-2007,5,1,INE930H01023,5
KRBL,KRBL.NS,'KRBL.NS,'KREBSBIO.NS',KRBL Limited,EQ,21-Jan-2002,1,1,INE001B01026,1
KREBSBIO,KREBSBIO.NS,'KREBSBIO.NS,'KRIDHANINF.NS',Krebs Biochemicals and Industries Limited,EQ,03-Jan-1996,10,1,INE268B01013,10
KRIDHANINF,KRIDHANINF.NS,'KRIDHANINF.NS,'KRISHANA.NS',Kridhan Infra Limited,EQ,11-Dec-2015,2,1,INE524L01026,2
KRISHANA,KRISHANA.NS,'KRISHANA.NS,'KSB.NS',Krishana Phoschem Limited,EQ,22-Aug-2019,10,1,INE506W01012,10
KSB,KSB.NS,'KSB.NS,'KSCL.NS',Ksb Limited,EQ,08-Feb-1995,10,1,INE999A01015,10
KSCL,KSCL.NS,'KSCL.NS,'KSL.NS',Kaveri Seed Company Limited,EQ,04-Oct-2007,2,1,INE455I01029,2
KSL,KSL.NS,'KSL.NS,'KTKBANK.NS',Kalyani Steels Limited,EQ,19-May-2010,5,1,INE907A01026,5
KTKBANK,KTKBANK.NS,'KTKBANK.NS,'KUANTUM.NS',The Karnataka Bank Limited,EQ,10-May-2000,10,1,INE614B01018,10
KUANTUM,KUANTUM.NS,'KUANTUM.NS,'L&TFH.NS',Kuantum Papers Limited,EQ,23-Oct-2019,1,1,INE529I01021,1
L&TFH,L&TFH.NS,'L&TFH.NS,'LAKPRE.NS',L&T Finance Holdings Limited,EQ,12-Aug-2011,10,1,INE498L01015,10
LAKPRE,LAKPRE.NS,'LAKPRE.NS,'LALPATHLAB.NS',Lakshmi Precision Screws Limited,BZ,26-Sep-2006,10,1,INE651C01018,10
LALPATHLAB,LALPATHLAB.NS,'LALPATHLAB.NS,'LAMBODHARA.NS',Dr. Lal Path Labs Ltd.,EQ,23-Dec-2015,10,1,INE600L01024,10
LAMBODHARA,LAMBODHARA.NS,'LAMBODHARA.NS,'LAOPALA.NS',Lambodhara Textiles Limited,EQ,04-Feb-2015,5,1,INE112F01022,5
LAOPALA,LAOPALA.NS,'LAOPALA.NS,'LASA.NS',La Opala RG Limited,EQ,16-Mar-2007,2,1,INE059D01020,2
LASA,LASA.NS,'LASA.NS,'LAURUSLABS.NS',Lasa Supergenerics Limited,EQ,21-Sep-2017,10,1,INE670X01014,10
LAURUSLABS,LAURUSLABS.NS,'LAURUSLABS.NS,'LAXMIMACH.NS',Laurus Labs Limited,EQ,19-Dec-2016,2,1,INE947Q01028,2
LAXMIMACH,LAXMIMACH.NS,'LAXMIMACH.NS,'LCCINFOTEC.NS',Lakshmi Machine Works Limited,EQ,29-Mar-1995,10,1,INE269B01029,10
LCCINFOTEC,LCCINFOTEC.NS,'LCCINFOTEC.NS,'LEMONTREE.NS',LCC Infotech Limited,EQ,02-Mar-2000,2,1,INE938A01021,2
LEMONTREE,LEMONTREE.NS,'LEMONTREE.NS,'LFIC.NS',Lemon Tree Hotels Limited,EQ,09-Apr-2018,10,1,INE970X01018,10
LFIC,LFIC.NS,'LFIC.NS,'LGBBROSLTD.NS',Lakshmi Finance & Industrial Corporation Limited,EQ,15-Apr-2015,10,1,INE850E01012,10
LGBBROSLTD,LGBBROSLTD.NS,'LGBBROSLTD.NS,'LGBFORGE.NS',LG Balakrishnan & Bros Limited,EQ,30-Mar-2010,10,1,INE337A01034,10
LGBFORGE,LGBFORGE.NS,'LGBFORGE.NS,'LIBAS.NS',LGB Forge Limited,EQ,01-Aug-2008,1,1,INE201J01017,1
LIBAS,LIBAS.NS,'LIBAS.NS,'LIBERTSHOE.NS',Libas Consumer Products Limited,EQ,23-Jul-2019,10,1,INE908V01012,10
LIBERTSHOE,LIBERTSHOE.NS,'LIBERTSHOE.NS,'LICHSGFIN.NS',Liberty Shoes Limited,EQ,27-Sep-1995,10,1,INE557B01019,10
LICHSGFIN,LICHSGFIN.NS,'LICHSGFIN.NS,'LIKHITHA.NS',LIC Housing Finance Limited,EQ,29-Jul-1998,2,1,INE115A01026,2
LIKHITHA,LIKHITHA.NS,'LIKHITHA.NS,'LINCOLN.NS',Likhitha Infrastructure Limited,EQ,15-Oct-2020,10,1,INE060901019,10
LINCOLN,LINCOLN.NS,'LINCOLN.NS,'LINCPEN.NS',Lincoln Pharmaceuticals Limited,EQ,17-Dec-2015,10,1,INE405C01035,10
LINCPEN,LINCPEN.NS,'LINCPEN.NS,'LINDEINDIA.NS',Linc Pen & Plastics Limited,EQ,09-Mar-2015,10,1,INE802B01019,10
LINDEINDIA,LINDEINDIA.NS,'LINDEINDIA.NS,'LODHA.NS',Linde India Limited,EQ,16-Jun-1999,10,1,INE473A01011,10
LODHA,LODHA.NS,'LODHA.NS,'LOKESHMACH.NS',Macrotech Developers Limited,EQ,19-Apr-2021,10,1,INE670K01029,10
LOKESHMACH,LOKESHMACH.NS,'LOKESHMACH.NS,'LOTUSEYE.NS',Lokesh Machines Limited,BE,05-May-2006,10,1,INE397H01017,10
LOTUSEYE,LOTUSEYE.NS,'LOTUSEYE.NS,'LOVABLE.NS',Lotus Eye Hospital and Institute Limited,EQ,11-Jul-2008,10,1,INE947I01017,10
LOVABLE,LOVABLE.NS,'LOVABLE.NS,'LPDC.NS',Lovable Lingerie Limited,EQ,24-Mar-2011,10,1,INE597L01014,10
LPDC,LPDC.NS,'LPDC.NS,'LSIL.NS',Landmark Property Development Company Limited,EQ,12-Aug-2008,1,1,INE197J01017,1
LSIL,LSIL.NS,'LSIL.NS,'LT.NS',Lloyds Steels Industries Limited,EQ,18-Jul-2016,1,1,INE093R01011,1
LT,LT.NS,'LT.NS,'LTI.NS',Larsen & Toubro Limited,EQ,23-Jun-2004,2,1,INE018A01030,2
LTI,LTI.NS,'LTI.NS,'LTTS.NS',Larsen & Toubro Infotech Limited,EQ,21-Jul-2016,1,1,INE214T01019,1
LTTS,LTTS.NS,'LTTS.NS,'LUMAXIND.NS',L&T Technology Services Limited,EQ,23-Sep-2016,2,1,INE010V01017,2
LUMAXIND,LUMAXIND.NS,'LUMAXIND.NS,'LUMAXTECH.NS',Lumax Industries Limited,EQ,06-Sep-1995,10,1,INE162B01018,10
LUMAXTECH,LUMAXTECH.NS,'LUMAXTECH.NS,'LUPIN.NS',Lumax Auto Technologies Limited,EQ,16-Jan-2007,2,1,INE872H01027,2
LUPIN,LUPIN.NS,'LUPIN.NS,'LUXIND.NS',Lupin Limited,EQ,10-Sep-2001,2,1,INE326A01037,2
LUXIND,LUXIND.NS,'LUXIND.NS,'LXCHEM.NS',Lux Industries Limited,EQ,30-Nov-2015,2,1,INE150G01020,2
LXCHEM,LXCHEM.NS,'LXCHEM.NS,'LYKALABS.NS',Laxmi Organic Industries Limited,EQ,25-Mar-2021,2,1,INE576O01020,2
LYKALABS,LYKALABS.NS,'LYKALABS.NS,'LYPSAGEMS.NS',Lyka Labs Limited,EQ,08-Feb-1995,10,1,INE933A01014,10
LYPSAGEMS,LYPSAGEMS.NS,'LYPSAGEMS.NS,'M&M.NS',Lypsa Gems & Jewellery Limited,EQ,05-Nov-2013,10,1,INE142K01011,10
M&M,M&M.NS,'M&M.NS,'M&MFIN.NS',Mahindra & Mahindra Limited,EQ,03-Jan-1996,5,1,INE101A01026,5
M&MFIN,M&MFIN.NS,'M&MFIN.NS,'MAANALU.NS',Mahindra & Mahindra Financial Services Limited,EQ,17-Mar-2006,2,1,INE774D01024,2
MAANALU,MAANALU.NS,'MAANALU.NS,'MACPOWER.NS',Maan Aluminium Limited,EQ,22-Oct-2007,10,1,INE215I01019,10
MACPOWER,MACPOWER.NS,'MACPOWER.NS,'MADHAV.NS',Macpower CNC Machines Limited,EQ,19-Aug-2020,10,1,INE155Z01011,10
MADHAV,MADHAV.NS,'MADHAV.NS,'MADHUCON.NS',Madhav Marbles and Granites Limited,EQ,20-Dec-2007,10,1,INE925C01016,10
MADHUCON,MADHUCON.NS,'MADHUCON.NS,'MADRASFERT.NS',Madhucon Projects Limited,EQ,05-Oct-2006,1,1,INE378D01032,1
MADRASFERT,MADRASFERT.NS,'MADRASFERT.NS,'MAGADSUGAR.NS',Madras Fertilizers Limited,EQ,25-Jul-1997,10,1,INE414A01015,10
MAGADSUGAR,MAGADSUGAR.NS,'MAGADSUGAR.NS,'MAGMA.NS',Magadh Sugar & Energy Limited,EQ,28-Jul-2017,10,1,INE347W01011,10
MAGMA,MAGMA.NS,'MAGMA.NS,'MAGNUM.NS',Magma Fincorp Limited,EQ,27-Apr-2004,2,1,INE511C01022,2
MAGNUM,MAGNUM.NS,'MAGNUM.NS,'MAHABANK.NS',Magnum Ventures Limited,EQ,20-Sep-2007,10,1,INE387I01016,10
MAHABANK,MAHABANK.NS,'MAHABANK.NS,'MAHAPEXLTD.NS',Bank of Maharashtra,EQ,12-Apr-2004,10,1,INE457A01014,10
MAHAPEXLTD,MAHAPEXLTD.NS,'MAHAPEXLTD.NS,'MAHASTEEL.NS',Maha Rashtra Apex Corporation Limited,BE,21-Jan-1998,10,1,INE843B01013,10
MAHASTEEL,MAHASTEEL.NS,'MAHASTEEL.NS,'MAHEPC.NS',Mahamaya Steel Industries Limited,EQ,01-Jul-2016,10,1,INE451L01014,10
MAHEPC,MAHEPC.NS,'MAHEPC.NS,'MAHESHWARI.NS',Mahindra EPC Irrigation Limited,EQ,14-Feb-2020,10,1,INE215D01010,10
MAHESHWARI,MAHESHWARI.NS,'MAHESHWARI.NS,'MAHINDCIE.NS',Maheshwari Logistics Limited,EQ,15-Apr-2019,10,1,INE263W01010,10
MAHINDCIE,MAHINDCIE.NS,'MAHINDCIE.NS,'MAHLIFE.NS',Mahindra CIE Automotive Limited,EQ,30-Aug-2007,10,1,INE536H01010,10
MAHLIFE,MAHLIFE.NS,'MAHLIFE.NS,'MAHLOG.NS',Mahindra Lifespace Developers Limited,EQ,10-May-2000,10,1,INE813A01018,10
MAHLOG,MAHLOG.NS,'MAHLOG.NS,'MAHSCOOTER.NS',Mahindra Logistics Limited,EQ,10-Nov-2017,10,1,INE766P01016,10
MAHSCOOTER,MAHSCOOTER.NS,'MAHSCOOTER.NS,'MAHSEAMLES.NS',Maharashtra Scooters Limited,EQ,08-Feb-1995,10,1,INE288A01013,10
MAHSEAMLES,MAHSEAMLES.NS,'MAHSEAMLES.NS,'MAITHANALL.NS',Maharashtra Seamless Limited,EQ,25-Aug-2004,5,1,INE271B01025,5
MAITHANALL,MAITHANALL.NS,'MAITHANALL.NS,'MAJESCO.NS',Maithan Alloys Limited,EQ,05-Jul-2011,10,1,INE683C01011,10
MAJESCO,MAJESCO.NS,'MAJESCO.NS,'MALUPAPER.NS',Majesco Limited,EQ,19-Aug-2015,5,1,INE898S01029,5
MALUPAPER,MALUPAPER.NS,'MALUPAPER.NS,'MANAKALUCO.NS',Malu Paper Mills Limited,EQ,05-Apr-2006,10,1,INE383H01017,10
MANAKALUCO,MANAKALUCO.NS,'MANAKALUCO.NS,'MANAKCOAT.NS',Manaksia Aluminium Company Limited,EQ,30-Mar-2015,1,1,INE859Q01017,1
MANAKCOAT,MANAKCOAT.NS,'MANAKCOAT.NS,'MANAKSIA.NS',Manaksia Coated Metals & Industries Limited,EQ,30-Mar-2015,1,1,INE830Q01018,1
MANAKSIA,MANAKSIA.NS,'MANAKSIA.NS,'MANAKSTEEL.NS',Manaksia Limited,EQ,08-Jan-2008,2,1,INE015D01022,2
MANAKSTEEL,MANAKSTEEL.NS,'MANAKSTEEL.NS,'MANALIPETC.NS',Manaksia Steels Limited,EQ,30-Mar-2015,1,1,INE824Q01011,1
MANALIPETC,MANALIPETC.NS,'MANALIPETC.NS,'MANAPPURAM.NS',Manali Petrochemicals Limited,EQ,06-Dec-2006,5,1,INE201A01024,5
MANAPPURAM,MANAPPURAM.NS,'MANAPPURAM.NS,'MANGALAM.NS',Manappuram Finance Limited,EQ,01-Dec-2014,2,1,INE522D01027,2
MANGALAM,MANGALAM.NS,'MANGALAM.NS,'MANGCHEFER.NS',Mangalam Drugs And Organics Limited,EQ,23-May-2005,10,1,INE584F01014,10
MANGCHEFER,MANGCHEFER.NS,'MANGCHEFER.NS,'MANGLMCEM.NS',Mangalore Chemicals & Fertilizers Limited,EQ,22-Oct-2007,10,1,INE558B01017,10
MANGLMCEM,MANGLMCEM.NS,'MANGLMCEM.NS,'MANGTIMBER.NS',Mangalam Cement Limited,EQ,03-Jan-1996,10,1,INE347A01017,10
MANGTIMBER,MANGTIMBER.NS,'MANGTIMBER.NS,'MANINDS.NS',Mangalam Timber Products Limited,EQ,27-Jul-1995,10,1,INE805B01012,10
MANINDS,MANINDS.NS,'MANINDS.NS,'MANINFRA.NS',Man Industries (India) Limited,EQ,24-Jun-2005,5,1,INE993A01026,5
MANINFRA,MANINFRA.NS,'MANINFRA.NS,'MANUGRAPH.NS',Man Infraconstruction Limited,EQ,11-Mar-2010,2,1,INE949H01023,2
MANUGRAPH,MANUGRAPH.NS,'MANUGRAPH.NS,'MARALOVER.NS',Manugraph India Limited,EQ,14-Sep-2006,2,1,INE867A01022,2
MARALOVER,MARALOVER.NS,'MARALOVER.NS,'MARATHON.NS',Maral Overseas Limited,EQ,08-Feb-1995,10,1,INE882A01013,10
MARATHON,MARATHON.NS,'MARATHON.NS,'MARICO.NS',Marathon Nextgen Realty Limited,EQ,29-Sep-2016,5,1,INE182D01020,5
MARICO,MARICO.NS,'MARICO.NS,'MARINE.NS',Marico Limited,EQ,01-May-1996,1,1,INE196A01026,1
MARINE,MARINE.NS,'MARINE.NS,'MARKSANS.NS',Marine Electricals (India) Limited,EQ,02-Dec-2020,2,1,INE01JE01028,2
MARKSANS,MARKSANS.NS,'MARKSANS.NS,'MARUTI.NS',Marksans Pharma Limited,EQ,21-Jan-2002,1,1,INE750C01026,1
MARUTI,MARUTI.NS,'MARUTI.NS,'MASFIN.NS',Maruti Suzuki India Limited,EQ,09-Jul-2003,5,1,INE585B01010,5
MASFIN,MASFIN.NS,'MASFIN.NS,'MASKINVEST.NS',MAS Financial Services Limited,EQ,18-Oct-2017,10,1,INE348L01012,10
MASKINVEST,MASKINVEST.NS,'MASKINVEST.NS,'MASTEK.NS',Mask Investments Limited,BE,14-Oct-2016,10,1,INE885F01015,10
MASTEK,MASTEK.NS,'MASTEK.NS,'MATRIMONY.NS',Mastek Limited,EQ,10-May-1995,5,1,INE759A01021,5
MATRIMONY,MATRIMONY.NS,'MATRIMONY.NS,'MAWANASUG.NS',Matrimony.Com Limited,EQ,21-Sep-2017,5,1,INE866R01028,5
MAWANASUG,MAWANASUG.NS,'MAWANASUG.NS,'MAXHEALTH.NS',Mawana Sugars Limited,EQ,20-Mar-2009,10,1,INE636A01039,10
MAXHEALTH,MAXHEALTH.NS,'MAXHEALTH.NS,'MAXIND.NS',Max Healthcare Institute Limited,EQ,21-Aug-2020,10,1,INE027H01010,10
MAXIND,MAXIND.NS,'MAXIND.NS,'MAXVIL.NS',Max India Limited,EQ,28-Aug-2020,10,1,INE0CG601016,10
MAXVIL,MAXVIL.NS,'MAXVIL.NS,'MAYURUNIQ.NS',Max Ventures and Industries Limited,EQ,22-Jun-2016,10,1,INE154U01015,10
MAYURUNIQ,MAYURUNIQ.NS,'MAYURUNIQ.NS,'MAZDA.NS',Mayur Uniquoters Ltd,EQ,25-Sep-2012,5,1,INE040D01038,5
MAZDA,MAZDA.NS,'MAZDA.NS,'MAZDOCK.NS',Mazda Limited,EQ,01-Nov-2016,10,1,INE885E01034,10
MAZDOCK,MAZDOCK.NS,'MAZDOCK.NS,'MBAPL.NS',Mazagon Dock Shipbuilders Limited,EQ,12-Oct-2020,10,1,INE249Z01012,10
MBAPL,MBAPL.NS,'MBAPL.NS,'MBECL.NS',Madhya Bharat Agro Products Limited,EQ,22-Aug-2019,10,1,INE900L01010,10
MBECL,MBECL.NS,'MBECL.NS,'MBLINFRA.NS',Mcnally Bharat Engineering Company Limited,BE,06-Oct-2006,10,1,INE748A01016,10
MBLINFRA,MBLINFRA.NS,'MBLINFRA.NS,'MCDHOLDING.NS',MBL Infrastructures Limited,EQ,11-Jan-2010,10,1,INE912H01013,10
MCDHOLDING,MCDHOLDING.NS,'MCDHOLDING.NS,'MCDOWELL-N.NS',McDowell Holdings Limited,EQ,30-May-2007,10,1,INE836H01014,10
MCDOWELL-N,MCDOWELL-N.NS,'MCDOWELL-N.NS,'MCL.NS',United Spirits Limited,EQ,27-Sep-2001,2,1,INE854D01024,2
MCL,MCL.NS,'MCL.NS,'MCLEODRUSS.NS',Madhav Copper Limited,EQ,19-Aug-2020,5,1,INE813V01022,5
MCLEODRUSS,MCLEODRUSS.NS,'MCLEODRUSS.NS,'MCX.NS',Mcleod Russel India Limited,EQ,29-Jul-2005,5,1,INE942G01012,5
MCX,MCX.NS,'MCX.NS,'MEGASOFT.NS',Multi Commodity Exchange of India Limited,EQ,09-Mar-2012,10,1,INE745G01035,10
MEGASOFT,MEGASOFT.NS,'MEGASOFT.NS,'MEGH.NS',Megasoft Limited,BE,19-Jul-2007,10,1,INE933B01012,10
MEGH,MEGH.NS,'MEGH.NS,'MELSTAR.NS',Meghmani Organics Limited,EQ,28-Jun-2007,1,1,INE974H01013,1
MELSTAR,MELSTAR.NS,'MELSTAR.NS,'MENONBE.NS',Melstar Information Technologies Limited,BZ,07-Mar-2000,10,1,INE817A01019,10
MENONBE,MENONBE.NS,'MENONBE.NS,'MEP.NS',Menon Bearings Limited,EQ,09-Mar-2015,1,1,INE071D01033,1
MEP,MEP.NS,'MEP.NS,'MERCATOR.NS',MEP Infrastructure Developers Limited,EQ,06-May-2015,10,1,INE776I01010,10
MERCATOR,MERCATOR.NS,'MERCATOR.NS,'METALFORGE.NS',Mercator Limited,EQ,20-Jun-2005,1,1,INE934B01028,1
METALFORGE,METALFORGE.NS,'METALFORGE.NS,'METROPOLIS.NS',Metalyst Forgings Limited,BZ,23-Aug-1995,10,1,INE425A01011,10
METROPOLIS,METROPOLIS.NS,'METROPOLIS.NS,'MFSL.NS',Metropolis Healthcare Limited,EQ,15-Apr-2019,2,1,INE112L01020,2
MFSL,MFSL.NS,'MFSL.NS,'MGEL.NS',Max Financial Services Limited,EQ,17-May-2000,2,1,INE180A01020,2
MGEL,MGEL.NS,'MGEL.NS,'MGL.NS',Mangalam Global Enterprise Limited,EQ,23-Dec-2020,10,1,INE0APB01016,10
MGL,MGL.NS,'MGL.NS,'MHRIL.NS',Mahanagar Gas Limited,EQ,01-Jul-2016,10,1,INE002S01010,10
MHRIL,MHRIL.NS,'MHRIL.NS,'MIC.NS',Mahindra Holidays & Resorts India Limited,EQ,16-Jul-2009,10,1,INE998I01010,10
MIC,MIC.NS,'MIC.NS,'MIDHANI.NS',MIC Electronics Limited,EQ,30-May-2007,2,1,INE287C01029,2
MIDHANI,MIDHANI.NS,'MIDHANI.NS,'MINDACORP.NS',Mishra Dhatu Nigam Limited,EQ,04-Apr-2018,10,1,INE099Z01011,10
MINDACORP,MINDACORP.NS,'MINDACORP.NS,'MINDAIND.NS',Minda Corporation Limited,EQ,16-Oct-2014,2,1,INE842C01021,2
MINDAIND,MINDAIND.NS,'MINDAIND.NS,'MINDTECK.NS',Minda Industries Limited,EQ,02-Feb-2007,2,1,INE405E01023,2
MINDTECK,MINDTECK.NS,'MINDTECK.NS,'MINDTREE.NS',Mindteck (India) Limited,EQ,02-Aug-2016,10,1,INE110B01017,10
MINDTREE,MINDTREE.NS,'MINDTREE.NS,'MIRCELECTR.NS',MindTree Limited,EQ,07-Mar-2007,10,1,INE018I01017,10
MIRCELECTR,MIRCELECTR.NS,'MIRCELECTR.NS,'MIRZAINT.NS',MIRC Electronics Limited,EQ,24-May-2004,1,1,INE831A01028,1
MIRZAINT,MIRZAINT.NS,'MIRZAINT.NS,'MITTAL.NS',Mirza International Limited,EQ,28-Apr-1999,2,1,INE771A01026,2
MITTAL,MITTAL.NS,'MITTAL.NS,'MMFL.NS',Mittal Life Style Limited,EQ,29-Apr-2020,10,1,INE997Y01019,10
MMFL,MMFL.NS,'MMFL.NS,'MMP.NS',MM Forgings Limited,EQ,20-Dec-2006,10,1,INE227C01017,10
MMP,MMP.NS,'MMP.NS,'MMTC.NS',MMP Industries Limited,EQ,09-Jan-2020,10,1,INE511Y01018,10
MMTC,MMTC.NS,'MMTC.NS,'MODIRUBBER.NS',MMTC Limited,EQ,09-Apr-2012,1,1,INE123F01029,1
MODIRUBBER,MODIRUBBER.NS,'MODIRUBBER.NS,'MODISNME.NS',Modi Rubber Limited,BE,07-Feb-1996,10,1,INE832A01018,10
MODISNME,MODISNME.NS,'MODISNME.NS,'MOHITIND.NS',Modison Metals Limited,EQ,03-May-2021,1,1,INE737D01021,1
MOHITIND,MOHITIND.NS,'MOHITIND.NS,'MOHOTAIND.NS',Mohit Industries Limited,EQ,14-Mar-2013,10,1,INE954E01012,10
MOHOTAIND,MOHOTAIND.NS,'MOHOTAIND.NS,'MOIL.NS',Mohota Industries Limited,EQ,10-Apr-1996,10,1,INE313D01013,10
MOIL,MOIL.NS,'MOIL.NS,'MOLDTECH.NS',MOIL Limited,EQ,15-Dec-2010,10,1,INE490G01020,10
MOLDTECH,MOLDTECH.NS,'MOLDTECH.NS,'MOLDTKPAC.NS',Mold-Tek Technologies Limited,EQ,07-Jul-2016,2,1,INE835B01035,2
MOLDTKPAC,MOLDTKPAC.NS,'MOLDTKPAC.NS,'MONTECARLO.NS',Mold-Tek Packaging Limited,EQ,23-Feb-2015,5,1,INE893J01029,5
MONTECARLO,MONTECARLO.NS,'MONTECARLO.NS,'MORARJEE.NS',Monte Carlo Fashions Limited,EQ,19-Dec-2014,10,1,INE950M01013,10
MORARJEE,MORARJEE.NS,'MORARJEE.NS,'MOREPENLAB.NS',Morarjee Textiles Limited,EQ,14-Sep-2012,7,1,INE161G01027,7
MOREPENLAB,MOREPENLAB.NS,'MOREPENLAB.NS,'MOTHERSUMI.NS',Morepen Laboratories Limited,EQ,24-Nov-1999,2,1,INE083A01026,2
MOTHERSUMI,MOTHERSUMI.NS,'MOTHERSUMI.NS,'MOTILALOFS.NS',Motherson Sumi Systems Limited,EQ,14-Aug-1996,1,1,INE775A01035,1
MOTILALOFS,MOTILALOFS.NS,'MOTILALOFS.NS,'MOTOGENFIN.NS',Motilal Oswal Financial Services Limited,EQ,11-Sep-2007,1,1,INE338I01027,1
MOTOGENFIN,MOTOGENFIN.NS,'MOTOGENFIN.NS,'MPHASIS.NS',The Motor & General Finance Limited,EQ,08-Feb-1995,5,1,INE861B01023,5
MPHASIS,MPHASIS.NS,'MPHASIS.NS,'MPSLTD.NS',MphasiS Limited,EQ,04-Jun-2004,10,1,INE356A01018,10
MPSLTD,MPSLTD.NS,'MPSLTD.NS,'MRF.NS',MPS Limited,EQ,21-Jan-2002,10,1,INE943D01017,10
MRF,MRF.NS,'MRF.NS,'MRO-TEK.NS',MRF Limited,EQ,18-Sep-1996,10,1,INE883A01011,10
MRO-TEK,MRO-TEK.NS,'MRO-TEK.NS,'MRPL.NS',MRO-TEK Realty Limited,EQ,01-Nov-2000,5,1,INE398B01018,5
MRPL,MRPL.NS,'MRPL.NS,'MSPL.NS',Mangalore Refinery and Petrochemicals Limited,EQ,07-Jan-2005,10,1,INE103A01014,10
MSPL,MSPL.NS,'MSPL.NS,'MSTCLTD.NS',MSP Steel & Power Limited,BE,18-Jul-2005,10,1,INE752G01015,10
MSTCLTD,MSTCLTD.NS,'MSTCLTD.NS,'MTARTECH.NS',Mstc Limited,EQ,29-Mar-2019,10,1,INE255X01014,10
MTARTECH,MTARTECH.NS,'MTARTECH.NS,'MTEDUCARE.NS',Mtar Technologies Limited,EQ,15-Mar-2021,10,1,INE864I01014,10
MTEDUCARE,MTEDUCARE.NS,'MTEDUCARE.NS,'MTNL.NS',MT Educare Limited,EQ,12-Apr-2012,10,1,INE472M01018,10
MTNL,MTNL.NS,'MTNL.NS,'MUKANDLTD.NS',Mahanagar Telephone Nigam Limited,EQ,17-Feb-1999,10,1,INE153A01019,10
MUKANDLTD,MUKANDLTD.NS,'MUKANDLTD.NS,'MUKTAARTS.NS',Mukand Limited,BE,23-Feb-2004,10,1,INE304A01026,10
MUKTAARTS,MUKTAARTS.NS,'MUKTAARTS.NS,'MUNJALAU.NS',Mukta Arts Limited,EQ,12-Sep-2000,5,1,INE374B01019,5
MUNJALAU,MUNJALAU.NS,'MUNJALAU.NS,'MUNJALSHOW.NS',Munjal Auto Industries Limited,EQ,19-Jul-2006,2,1,INE672B01032,2
MUNJALSHOW,MUNJALSHOW.NS,'MUNJALSHOW.NS,'MURUDCERA.NS',Munjal Showa Limited,EQ,12-May-2003,2,1,INE577A01027,2
MURUDCERA,MURUDCERA.NS,'MURUDCERA.NS,'MUTHOOTCAP.NS',Murudeshwar Ceramics Limited,EQ,28-May-2004,10,1,INE692B01014,10
MUTHOOTCAP,MUTHOOTCAP.NS,'MUTHOOTCAP.NS,'MUTHOOTFIN.NS',Muthoot Capital Services Limited,EQ,24-Aug-2015,10,1,INE296G01013,10
MUTHOOTFIN,MUTHOOTFIN.NS,'MUTHOOTFIN.NS,'NACLIND.NS',Muthoot Finance Limited,EQ,06-May-2011,10,1,INE414G01012,10
NACLIND,NACLIND.NS,'NACLIND.NS,'NAGAFERT.NS',NACL Industries Limited,EQ,07-Apr-2017,1,1,INE295D01020,1
NAGAFERT,NAGAFERT.NS,'NAGAFERT.NS,'NAGREEKCAP.NS',Nagarjuna Fertilizers and Chemicals Limited,EQ,15-Jun-2016,1,1,INE454M01024,1
NAGREEKCAP,NAGREEKCAP.NS,'NAGREEKCAP.NS,'NAGREEKEXP.NS',Nagreeka Capital & Infrastructure Limited,EQ,18-Sep-2007,5,1,INE245I01016,5
NAGREEKEXP,NAGREEKEXP.NS,'NAGREEKEXP.NS,'NAHARCAP.NS',Nagreeka Exports Limited,EQ,18-Jun-2007,5,1,INE123B01028,5
NAHARCAP,NAHARCAP.NS,'NAHARCAP.NS,'NAHARINDUS.NS',Nahar Capital and Financial Services Limited,EQ,11-Mar-2008,5,1,INE049I01012,5
NAHARINDUS,NAHARINDUS.NS,'NAHARINDUS.NS,'NAHARPOLY.NS',Nahar Industrial Enterprises Limited,EQ,15-Dec-2005,10,1,INE289A01011,10
NAHARPOLY,NAHARPOLY.NS,'NAHARPOLY.NS,'NAHARSPING.NS',Nahar Poly Films Limited,EQ,23-Mar-2007,5,1,INE308A01027,5
NAHARSPING,NAHARSPING.NS,'NAHARSPING.NS,'NAM-INDIA.NS',Nahar Spinning Mills Limited,EQ,23-Mar-2007,5,1,INE290A01027,5
NAM-INDIA,NAM-INDIA.NS,'NAM-INDIA.NS,'NATCOPHARM.NS',Nippon Life India Asset Management Limited,EQ,06-Nov-2017,10,1,INE298J01013,10
NATCOPHARM,NATCOPHARM.NS,'NATCOPHARM.NS,'NATHBIOGEN.NS',Natco Pharma Limited,EQ,27-Dec-1995,2,1,INE987B01026,2
